id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
13590,No candidate mentioned,1,yes,1,Negative,0.6582,Women's Issues (not abortion though),0.695,,KgKathryn,,9,,,"RT @cheeriogrrrl: The men on this stage think they're capable of making decisions about women's health care,when they don't believe in #sciâ€_",,8/6/15 19:00,6.29472E+17,"Sacramento, CA",
13611,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),0.7056,,monaeltahawy,,11,,,"#WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.co/PjpKhGmdyO",,8/6/15 19:00,6.29472E+17,Cairo/NYC,Eastern Time (US & Canada)
13630,No candidate mentioned,1,yes,1,Neutral,0.6458,Women's Issues (not abortion though),1,,KarenRegis,,9,,,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#â€_",,8/6/15 19:00,6.29472E+17,Colorado,London
13632,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),1,,AnisaLiban,,1,,,#GOPDebates proved that Women in the US are more likely to be assaulted by men (verbally &amp; physically) than any kind of 'terrorist' attack.,,8/6/15 19:00,6.29472E+17,where the youth are ,Eastern Time (US & Canada)
13641,No candidate mentioned,0.4539,yes,0.6737,Neutral,0.3368,Women's Issues (not abortion though),0.4539,,dlag1995,,0,,,What would you say to a real life woman with rights and stuff? #GOPDebates,,8/6/15 19:00,6.29472E+17,"Washington, DC/Plainview, NY",
13649,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),0.6444,,jjday10,,0,,,This is making me so hot. Please take away my birth control so I can have your baby. #GOPDebates,,8/6/15 18:59,6.29472E+17,"Cincinnati, OH",Eastern Time (US & Canada)
13660,No candidate mentioned,1,yes,1,Negative,0.6966,Women's Issues (not abortion though),1,,iMLedBetter,,9,,,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#â€_",,8/6/15 18:59,6.29472E+17,,Central Time (US & Canada)
13674,No candidate mentioned,1,yes,1,Negative,0.6489,Women's Issues (not abortion though),1,,b140tweet,,9,,,"RT @AnnemarieWeers: @PoetinPoeville Did you know there are aprx 700 laws governing women's bodies and not one governing men's? It's true.
#â€_",,8/6/15 18:59,6.29472E+17,Heaven ,Eastern Time (US & Canada)
13853,No candidate mentioned,1,yes,1,Negative,1,Women's Issues (not abortion though),0.4765,No candidate mentioned,hoopsfanatic28f,yes,404,Negative,"Abortion
Women's Issues (not abortion though)",RT @erinmallorylong: No *I* hate Planned Parenthood and women more! NO I HATE PLANNED PARENTHOOD AND WOMEN MORE!!!!! #GOPDebate,,8/7/15 9:54,6.29697E+17,"Lynnwood, WA",Pacific Time (US & Canada)
13870,Donald Trump,1,yes,1,Negative,1,Women's Issues (not abortion though),0.9202,Donald Trump,danijeantheq,yes,149,,Women's Issues (not abortion though),"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him â€_",,8/7/15 9:54,6.29697E+17,,
12,Mike Huckabee,1,yes,1,Positive,1,,0.652,,KLWorster,,188,,,"RT @WayneDupreeShow: Just woke up to tweet this out #GOPDebate 
Best line of the night via @GovMikeHuckabee http://t.co/6OV5hxHIcV",,8/7/15 9:54,6.29697E+17,"Fargo, ND",Central Time (US & Canada)
14,Jeb Bush,0.6947,yes,1,Neutral,0.6421,,1,,NCBibleThumper,,5,,,"RT @ArcticFox2016: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/TtFG7KYcd9""",,8/7/15 9:54,6.29697E+17,"Montgomery, AL ",Central Time (US & Canada)
73,Jeb Bush,1,yes,1,Negative,0.6667,,0.6667,,ceg1258,,4,,,"RT @NaughtyBeyotch: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/WQnSuPSPkC""",,8/7/15 9:54,6.29697E+17,TEXAS is the greatest state,Central Time (US & Canada)
113,No candidate mentioned,1,yes,1,Negative,1,,0.6765,,DEveLRatCity,,18,,,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXiâ€_",,8/7/15 9:53,6.29697E+17,Seattle ,
298,No candidate mentioned,0.229,yes,0.6667,Neutral,0.3434,,0.4444,,CaffeineHound,,5,,,"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J""",,8/7/15 9:52,6.29697E+17,Heartland of USA,Central Time (US & Canada)
332,No candidate mentioned,1,yes,1,Neutral,1,,1,,EJudy87306745,,21,,,"RT @BBCJonSopel: In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't bâ€_",,8/7/15 9:52,6.29697E+17,,
436,No candidate mentioned,0.2265,yes,0.6592,Neutral,0.3436,,0.2265,,Hornet238,,2,,,"RT @BraveConWarrior: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/T7MGjn2vEr""",,8/7/15 9:51,6.29696E+17,Fema Region V,Pacific Time (US & Canada)
494,No candidate mentioned,1,yes,1,Negative,1,,0.6889,,robhair,,942,,,RT @ColMorrisDavis: Amusing to hear men who chose not to serve in the military talk tough about using other people's kids to backup their bâ€_,,8/7/15 9:50,6.29696E+17,"Costa Mesa, CA",Pacific Time (US & Canada)
875,No candidate mentioned,1,yes,1,Negative,0.6667,,1,,3694d4b138274a5,,422,,,"RT @kumailn: ""We have the military for a reason. To fuck shit up!!!"" #GOPDebate",,8/7/15 9:47,6.29695E+17,,
931,Mike Huckabee,1,yes,1,Neutral,0.6429,,0.6786,,cohnjc,,1,,,"RT @gahtbomb: Mike Huckabee: ""the purpose of the military is to kill people and break things"" #GOPDebate",,8/7/15 9:46,6.29695E+17,"DC, Capitol Trill",
986,Donald Trump,1,yes,1,Neutral,0.3493,,0.6845,,SamValley,,59,,,RT @NumbersMuncher: Donald Trump is the guy who flips the Risk board over once he realizes he can't overtake Asia. #GOPDebate,,8/7/15 9:46,6.29695E+17, San Fernando Valley,Pacific Time (US & Canada)
1028,No candidate mentioned,0.394,yes,0.6277,Negative,0.6277,,0.394,,DonQuixote1950,,398,,,RT @JohnFugelsang: Lindsey Graham has never met a war he's afraid to send your kids to.  #gopdebate,,8/7/15 9:45,6.29695E+17,"The Villages, FL.",Atlantic Time (Canada)
1191,Chris Christie,1,yes,1,Negative,1,,0.6706,,d_mazzoli,,2,,,RT @ObeyDlaw: @GroverNorquist @ChrisChristie No. He got his nose rubbed in dog shit for standing on the back of terror victims. #GOPdebate â€_,,8/7/15 9:43,6.29694E+17, N.J. ,
1196,Jeb Bush,0.6526,yes,1,Neutral,0.6947,,0.6526,,TexasCruzn,,1,,,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",,8/7/15 9:43,6.29694E+17,,Eastern Time (US & Canada)
1197,Jeb Bush,1,yes,1,Negative,0.6744,,0.6744,,BarracudaMama,,5,,,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J""",,8/7/15 9:43,6.29694E+17,EIC,Central Time (US & Canada)
1200,Jeb Bush,0.4444,yes,0.6667,Negative,0.6667,,0.4444,,BraveConWarrior,,2,,,"RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/T7MGjn2vEr""",,8/7/15 9:43,6.29694E+17,USA,Central Time (US & Canada)
1385,Rand Paul,1,yes,1,Negative,1,,1,,great_gold,,30,,,"RT @AmyMek: Now is NOT a time to be wavering in ANY way towards #Israel, @RandPaul! We have done enough damage to them with #Obama. #GOPDebâ€_",,8/7/15 9:42,6.29694E+17,,Eastern Time (US & Canada)
1477,No candidate mentioned,1,yes,1,Positive,0.6845,,0.3493,,ThatConservativ,,4,,,"RT @sarafeed: Donâ€™t care who your candidate is or what party you vote for, this answer from @CarlyFiorina is on point:
https://t.co/DH4iFzbâ€_",,8/7/15 9:40,6.29694E+17,"Florida, USA",
1482,Rand Paul,1,yes,1,Negative,0.6667,,0.6667,,CarswellWilliam,,0,,,"@randpaul says he won't be ""bought and sold,"" but he will surrender to terrorists. #GOPDebate #tcot #paulforterror",,8/7/15 9:40,6.29694E+17,USA,
1564,Rand Paul,0.4495,yes,0.6705,Positive,0.3523,,0.2362,,mattlevin,,2,,,"RT @brianmrosenthal: ICYMI: At #GOPDebate, @RandPaul calls out Houston Mayor Annise Parker over #HERO controversy: http://t.co/qxB1edQOzN",,8/7/15 9:40,6.29693E+17,,Central Time (US & Canada)
1973,Scott Walker,0.3484,yes,1,Negative,0.6516,,0.3484,,Parkerkris,,0,,,"#GOPDebate #ScottWalker My take on the war-mongering last night:Walker-Cold War, Trump-Spanish American, All-States Rights/Civil War,Idiots!",,8/7/15 9:35,6.29692E+17,"Colorado, USA",
2099,No candidate mentioned,1,yes,1,Negative,1,,0.6413,,ThePreppy_Lib,,12,,,"RT @PongDLC: No trans rights...no education reform...no minimum wage reform...no police brutality...no healthcare reform...
BUT WAR!! ISISâ€_",,8/7/15 9:34,6.29692E+17,"Maryland, USA",
2281,Donald Trump,0.4493,yes,0.6703,Negative,0.3407,,0.2284,,rcadyn,,5,,,RT @RyanMauro: Arab columnist praises @realDonaldTrump #DonaldTrump #GOPDebate: http://t.co/3wqjfZgH2q,,8/7/15 9:32,6.29692E+17,,
2479,No candidate mentioned,1,yes,1,Negative,1,,1,,AShockedPerson,,0,,,Carly: I'll cuck for Bibi before I do ANYTHING for the US! Count on it! Israel First! #cuckservative #GOPDebate,,8/7/15 9:30,6.29691E+17,,Central Time (US & Canada)
2614,Chris Christie,1,yes,1,Neutral,0.6563,,1,,RefuseOfCuyahog,,28,,,RT @mariaglass7: #BatsAsk #GopDebate will Christie address foreign dignitaries like he does teachers? @bretbaier,,8/7/15 9:28,6.29691E+17,"Cleveland, OH",
2645,No candidate mentioned,1,yes,1,Negative,0.6838,,0.3527,,fjudkins1,,159,,,"RT @BRios82: .@CarlyFiorina laid off 30,000 workers and outsourced jobs to China. #GOPDebate http://t.co/nuBzUmsZCj",,8/7/15 9:28,6.29691E+17,United States.,
2763,Scott Walker,0.4444,yes,0.6667,Negative,0.6667,,0.4444,,TheRandallPink,,0,,,"""Sad to think Russia, China likely know more about Hillary Clinton's email server than Congress"" - Scott Walker
#GOPDebate #quotes #truth",,8/7/15 9:27,6.2969E+17,Los Angeles,
2807,No candidate mentioned,1,yes,1,Neutral,0.7143,,0.3626,,thelawmom,,9,,,"RT @TRVR1979: Chase Norton, the nice young man whose question about hearing from God ended the #GOPDebate (from his Facebook) http://t.co/wâ€_",,8/7/15 9:26,6.2969E+17,midwest,Central Time (US & Canada)
2892,No candidate mentioned,1,yes,1,Negative,1,,0.3371,,CrockettLives,,1,,,RT @forgedbytrials: @rushlimbaugh notes @CarlyFiorina nails it. @TheDemocrats are a dangerous #AssaultWeapon on #USA #TCOT #GOPDebate   httâ€_,,8/7/15 9:25,6.2969E+17,,Eastern Time (US & Canada)
3059,Donald Trump,0.6337,yes,1,Negative,1,,0.6664,,SamFPark,,0,,,"#GOPdebate takeaway: #America is a country that applauds a bully, fears foreigners, and wants the system to be... http://t.co/pTXCIt493m",,8/7/15 9:23,6.29689E+17,"Los Angeles, CA",Pacific Time (US & Canada)
3218,Ted Cruz,0.2266,yes,0.6531,Negative,0.6531,,0.2266,,RogerDGriffin,,0,,,@CBSMiami #GOPDebate RE: @POTUS is your problem!Ucan continue 2ignore facts of evidence he's a SNEAKY SCUMBAG #BITEME http://t.co/2P7WF9o56H,,8/7/15 9:21,6.29689E+17,,
3285,Donald Trump,1,yes,1,Negative,1,,0.3563,,W4HDM,,4,,,"RT @DillonFox5: No surprise here. 
Trump: ""I don't have time for political correctness"" 
 #fox5atl #GOPDebate",,8/7/15 9:20,6.29689E+17,,Eastern Time (US & Canada)
3430,Ted Cruz,1,yes,1,Neutral,0.3477,,0.6754,,rcadyn,,27,,,"RT @danholler: Cruz hit unconstitutional executive actions, #PlannedParenthood, religious liberty and Iran deal in final answer. #GOPDebate",,8/7/15 9:18,6.29688E+17,,
3434,No candidate mentioned,1,yes,1,Negative,1,,0.3905,,william4manu,,4,,,RT @TheXclass: #GOPDebate taught us that it's OK to buy Democracy and sacrifice Other Peoples Kids in WAR! to make the whole thing profitabâ€_,,8/7/15 9:18,6.29688E+17,United States of America,
3562,No candidate mentioned,1,yes,1,Neutral,0.6437,,0.6667,,mytwidds,,0,,,And yet with the #GOPDebate it's still not the strangest thing said in the last 24 hours http://t.co/uBaUqyN12K,,8/7/15 9:17,6.29688E+17,,Mazatlan
3598,Jeb Bush,0.4391,yes,0.6626,Negative,0.6626,,0.4391,,Transcend_Rsrch,,0,,,@blackmagpie69 Then his brother lied &amp; sent +3k Americans to their death in Iraq! Who would vote for another Bush? #Trump2016 won #GOPDebate,,8/7/15 9:17,6.29688E+17,,
3697,Mike Huckabee,1,yes,1,Negative,1,,0.6629,,SarangShah,,1,,,"RT @ABlanketyBlank: Mike ""the purpose of the military is to kill people and break things"" Huckabee #GOPDebate",,8/7/15 9:15,6.29687E+17,Bay Area,Pacific Time (US & Canada)
3824,No candidate mentioned,1,yes,1,Neutral,0.6692,,0.6692,,KEvangelista263,,78,,,"RT @BuckSexton: Too much foreign policy tonight, not enough specifics on immigration or Obamacare. Yeah, they all hate ISIS and Iran, we geâ€_",,8/7/15 9:14,6.29687E+17,,Pacific Time (US & Canada)
3921,Mike Huckabee,1,yes,1,Neutral,0.3485,,0.6756,,RhondaWatkGwyn,,9,,,RT @SissonJack: Huckabee: â€œReagan said â€˜trust but verify.â€™ Obama 'trusts &amp; vilifies.â€™ He trusts our enemies &amp; vilifies all who disagrees w â€_,,8/7/15 9:13,6.29687E+17,"Mount Airy, North Carolina",Eastern Time (US & Canada)
3943,No candidate mentioned,0.4495,yes,0.6705,Negative,0.3409,,0.2286,,LambasixX,,0,,,Africa got ppl  RT' &amp; DL' #InternationalBeerDay #GOPDebate #fridayreads @timaya #AMAYANABO_cover  Â»Â» http://t.co/DRKtW64C1u,,8/7/15 9:13,6.29687E+17,DOPECITY HD,London
4049,No candidate mentioned,1,yes,1,Negative,1,,0.6629,,TheXclass,,9,,,"""When the rich wage war it's the poor who die."" Jean-Paul Sartre 
This is now GOP foreign policy. 
#GOPDebate",,8/7/15 9:11,6.29686E+17,Southern Exurbs,Eastern Time (US & Canada)
4097,Donald Trump,0.4759,yes,0.6898,Negative,0.6898,,0.2435,,RT0787,,0,,,wwahammy: RT JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does â€_ http://t.co/AuhlNZa3Ww,,8/7/15 9:11,6.29686E+17,USA,Hawaii
4126,Ted Cruz,1,yes,1,Negative,0.6703,,1,,compatibilism,,0,,,"â€œThat is nonsense,â€ù Cruz said of what specialists in the region regard as a basic truism. | #GOPDebate | #whatajoke | http://t.co/2fWg54hzq1",,8/7/15 9:10,6.29686E+17,"Seattle, WA",Eastern Time (US & Canada)
4171,Donald Trump,1,yes,1,Negative,1,,0.6477,,parkerc2112,,1,,,#GOPDebate @realDonaldTrump can you imagine this buffoon addressing world leaders?,,8/7/15 9:10,6.29686E+17,The Dude Abides,
4301,Ted Cruz,1,yes,1,Negative,1,,0.6897,,phokenson,,0,,,"Ted Cruz's embarrassingly simplistic ""kill em all"" view of insurgency makes him completely unqualified to be commander-in-chief. #GOPDebate",,8/7/15 9:08,6.29686E+17,"Fairbanks, AK",Alaska
4308,No candidate mentioned,0.4444,yes,0.6667,Positive,0.6667,,0.2381,,FrancoIKU,,5,,,RT @joshrobin: Good point by @bobhardt on @SenSchumer #irandeal rejection -- hiding it while political world watches #gopdebate http://t.coâ€_,,8/7/15 9:08,6.29686E+17,wherever,Central Time (US & Canada)
4374,No candidate mentioned,1,yes,1,Positive,1,,1,,NurseHolley,,206,,,RT @KatiePavlich: So far Fiorina has given most detailed answers to questions about how to solve problems i.e. China/Russia and cyber attacâ€_,,8/7/15 8:50,6.29681E+17,,
4393,No candidate mentioned,1,yes,1,Negative,1,,1,,missliberties,,42,,,RT @bobcesca_go: It's really amazing how these guys are blaming Obama for making peace after their party fucked and scrambled that whole reâ€_,,8/7/15 8:50,6.29681E+17,,
4517,No candidate mentioned,1,yes,1,Negative,0.6556,,0.7111,,Riyalove_1,,0,,,mizmanning1: https://t.co/M2zI6acgnO RT NewYorkPhotoGal: #GOPDebate #Obama was right when he said the #GOP is ignorant of the Iranians culâ€_,,8/7/15 8:48,6.29681E+17,,
4521,Ted Cruz,1,yes,1,Positive,0.639,,0.6637,,creolelad2009,,398,,,RT @tedcruz: We need a President whoâ€™ll defend the Constitution and restore Americaâ€™s leadership in the world #GOPDebate #CruzCrew http://tâ€_,,8/7/15 8:48,6.29681E+17,New Orleans,Central Time (US & Canada)
4647,Ted Cruz,0.6932,yes,1,Negative,0.6364,,0.6932,,k_bergens,,163,,,RT @siobhan_ogrady: The most important thing you'll see tonight. #GOPDebate http://t.co/40GJtBJOB5,,8/7/15 8:46,6.2968E+17,fairly local,Eastern Time (US & Canada)
4785,No candidate mentioned,1,yes,1,Negative,1,,1,,j3283,,0,,,"shocked--shocked--so much #GOPDebate analysis is all style and performance, nothing about policy--war, no rape exception, cut, cut cut",,8/7/15 8:44,6.2968E+17,NYC,Quito
4961,Ben Carson,1,yes,1,Negative,0.3563,,0.6897,,CheriDOKelly1,,0,,,@BenCarson2016 no such thing as a politically correct war. Amen. #FOXNEWSDEBATE #GOPDebate #smartman,,8/7/15 8:42,6.29679E+17,,
5292,Ben Carson,1,yes,1,Negative,1,,0.6786,,arieraaphorst,,33,,,RT @KyleKulinski: Ben Carson isn't for 'politically correct' war. AKA he'll violate international law and think nothing of it. #GOPDebate,,8/7/15 8:37,6.29678E+17,de wereld,Greenland
5360,Donald Trump,1,yes,1,Negative,0.6854,,0.6517,,k8riley,,0,,,"Wonder what ""President"" @realDonaldTrump's late-night tweeting might look like after meeting with Angela Merkel. #GOPdebate",,8/7/15 8:36,6.29677E+17,Seattle,Pacific Time (US & Canada)
5583,Rand Paul,0.6628,yes,1,Negative,0.686,,1,,johnblakeart,,9,,,"RT @stephenstephan: Paul, collect more records from terrorists but less from Americans. 4th amendments.  Warrants mean something. #BigHugs â€_",,8/7/15 8:33,6.29677E+17,NM âœªRepublic of Texas Expat,Mountain Time (US & Canada)
5627,No candidate mentioned,0.4964,yes,0.7045,Negative,0.7045,,0.2562,,CiciFelton,,53,,,RT @bassem_masri: Wow the #GOP are running blatantly running on bigotry war and torture while not addressing problems at home #KKKorGOP #GOâ€_,,8/7/15 8:32,6.29677E+17,Writing Down The Bones,Eastern Time (US & Canada)
5632,Ted Cruz,0.4662,yes,0.6828,Neutral,0.3505,,0.4662,,Conserv_Report,,0,,,Obama's Mid-East Policy Supp http://t.co/FiNCBJ3pos  #1Aâ˜¢#StopIran #GopDebateâ–ºhttp://t.co/ZWmstJJH16â—„#19T$ #CruzCrew #sot #fox #cnn #tcot,,8/7/15 8:32,6.29677E+17,USA,Eastern Time (US & Canada)
5693,Jeb Bush,0.6923,yes,1,Negative,1,,0.6484,,Carlaysherwood,,28,,,RT @DOPEITSTOM: we all knew it but i can't believe he just came out and said it #GOPDebate http://t.co/haANdIKFD5,,8/7/15 8:31,6.29676E+17,MN,Eastern Time (US & Canada)
5783,No candidate mentioned,1,yes,1,Negative,1,,0.3601,,KingNef77,,9,,,RT @NaYaKnoMi: white supremacy party's 1st debate  reinforces the fact that many people in this country really believe some of us are expenâ€_,,8/7/15 8:30,6.29676E+17,,
5798,No candidate mentioned,1,yes,1,Neutral,0.6354,,0.6961,,MiladyMell,,1,,,RT @blogbooktours: Lindsey Graham has never met a war he's afraid to send your kids to. #gopdebate via @JohnFugelsang #FF,,8/7/15 8:30,6.29676E+17,"The Duke City, New Mexico",Mountain Time (US & Canada)
6025,Ted Cruz,0.4113,yes,0.6413,Positive,0.6413,,0.4113,,smithroyalties,,0,,,I think this was one of the best comments made during the debate. @foxnews #FoxNewsDebate #GOPDebate http://t.co/8xGtwK7ZUi,,8/7/15 8:26,6.29675E+17,,
6051,No candidate mentioned,1,yes,1,Negative,1,,0.6813,,janeface15,,4,,,"RT @GilWhitedale: So the #GOP basically wants to protect all life by bombing the shit out of the globe. 
#GOPDebate",,8/7/15 8:26,6.29675E+17,,
6100,Ted Cruz,1,yes,1,Negative,1,,1,,JayRCallahan,,0,,,Not surprised that #GOPDebate candidates criticized Prez Obama abt foreign policy-but shocked T Cruz chose 2 kick Gen Martin Dempsey around!,,8/7/15 8:25,6.29675E+17,"Washington, DC ",Atlantic Time (Canada)
6112,No candidate mentioned,0.4307,yes,0.6562,Negative,0.6562,,0.4307,,KristineEvans,,0,,,New drinking game: Drink an entire bottle of liquor when you sense oncoming war and military fetishisation. &amp; another. &amp; another #GOPDebate,,8/7/15 8:25,6.29675E+17,,
6147,Donald Trump,0.4736,yes,0.6882,Positive,0.3441,,0.4736,,Kyle_Tulley,,0,,,"""We don't win anymore.  We lose to China.  We lose to Mexico.  We lose to everybody."" -Trump
Preach it, sir, preach it! #GOPDebate",,8/7/15 8:24,6.29674E+17,,Eastern Time (US & Canada)
6333,No candidate mentioned,0.6829,yes,1,Negative,0.6585,,0.6585,,Jamie7Keller,,178,,,"RT @RealDonalDrumpf: As president, I will get tough on China. As soon as I've accepted delivery of my next shipload of shirts #GOPDebate htâ€_",,8/7/15 8:21,6.29674E+17,"Roanoke, VA",
6373,Mike Huckabee,0.4153,yes,0.6444,Positive,0.6444,,0.4153,,nymike2,,2,,,"RT @katestratton3: @missumuggins @tak31523 THANKS @GovMikeHuckabee Who SpokeOut 
at #GOPDebate for US #Hostages in #Iran #FreeAmirNow+3 httâ€_",,8/7/15 8:21,6.29674E+17,Earth,Eastern Time (US & Canada)
6503,No candidate mentioned,1,yes,1,Negative,1,,0.6848,,TomFodi,,0,,,#WAR! MORE WAR!!! primary message heard at #GOPDebate last night. Remember when the #GOP was known as the party of #peace? Miss those days,,8/7/15 8:19,6.29673E+17,"Pittsburgh, PA, USA",America/New_York
6763,No candidate mentioned,0.4444,yes,0.6667,Negative,0.6667,,0.2292,,palabrasamantes,,1,,,RT @erinnrobinsonn: Can we please stop using 9/11 to get some kind of bizarre street cred?? #GOPDebate,,8/7/15 8:15,6.29672E+17,,
6939,Donald Trump,0.4444,yes,0.6667,Negative,0.6667,,0.2299,,Nebula63,,1,,,RT @sundapp: Looking forward to POTUS @realDonaldTrump whining &amp; trash talking on twttr after each Summit meeting he holds with world leadeâ€_,,8/7/15 8:12,6.29672E+17,"Sadly, not London",Pacific Time (US & Canada)
7347,Jeb Bush,0.6904,yes,1,Negative,1,,0.3523,,gypsy18,,0,,,"@sdblanke Bush Cheney raped, plundered, pillaged the whole WORLD b4 they left office. Obama killed one REALLY BAD GUY + is black. #GOPDebate",,8/7/15 8:06,6.2967E+17,Washington DC,Eastern Time (US & Canada)
7434,No candidate mentioned,1,yes,1,Negative,1,,0.6762,,Wave_of_Tension,,0,,,"Watching the #GOPDebate, are #GOP candidates #deluded or simply #idiots with zero understanding of international... http://t.co/0p808Jghri",,8/7/15 8:05,6.2967E+17,,Central Time (US & Canada)
7503,Chris Christie,1,yes,1,Negative,0.6835,,0.6528,,RaiderRush2112,,38,,,"RT @AnthonyCumia: Chris Christie wants to ""collect more records from terrorists"".
May I suggest?
#GOPDebate http://t.co/XtD2pmYfcF",,8/7/15 8:04,6.29669E+17,"Chandler, Arizona",Alaska
7523,Mike Huckabee,1,yes,1,Negative,1,,0.7128,,thashadow,,0,,,My jaw is still on the floor at Mike Huckabees comment about the military existing to kill people and break things. What?? #GOPDebate,,8/7/15 8:03,6.29669E+17,Between Brooklyn & San Fran,Central Time (US & Canada)
7746,No candidate mentioned,1,yes,1,Negative,1,,0.3636,,Jayhawkinva,,1,,,RT @cloudscribbles: Some countries dream of democracy and we make drinking games out of it. #GOPDebate #USAUSA,,8/7/15 9:05,6.29685E+17,,
7788,Donald Trump,1,yes,1,Negative,1,,0.6667,,AlvaroTabique,,0,,,"""A list of all the people (and nations) Donald Trump insulted last night at the #GOPdebate: http://t.co/gp6JiMFrJA http://t.co/V0d82zUfgV""",,8/7/15 9:01,6.29684E+17,Colombia,Central Time (US & Canada)
7937,Chris Christie,1,yes,1,Negative,1,,0.3504,,CindyTreadway,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 9:27,6.2969E+17,,Eastern Time (US & Canada)
7971,Chris Christie,1,yes,1,Negative,1,,0.6479,,alenesopinions2,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 8:21,6.29674E+17,"Paris, TN/Philadelphia, PA",Eastern Time (US & Canada)
8073,Chris Christie,0.4113,yes,0.6413,Negative,0.6413,,0.4113,,MarineRecon1975,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 7:11,6.29656E+17,U.S.,Central Time (US & Canada)
8076,Chris Christie,0.4545,yes,0.6742,Negative,0.6742,,0.4545,,Raddmom,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 7:08,6.29655E+17,"California, USA",Pacific Time (US & Canada)
8080,Chris Christie,1,yes,1,Negative,1,,0.6427,,argmachinetv,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 7:07,6.29655E+17,,
8095,Chris Christie,1,yes,1,Negative,0.6867,,0.672,,Pamela_O_Plays,,7,,,RT @jsc1835: Chris Christie - You want to increase our military troops?  While the GOP in Congress vote AGAINST veterans...  #GOPDebates,,8/7/15 6:56,6.29652E+17,Milky Way Planet E Sausalito,Pacific Time (US & Canada)
8102,Chris Christie,1,yes,1,Negative,1,,0.6667,,Champergirl,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 6:49,6.29651E+17,New York,Eastern Time (US & Canada)
8115,Chris Christie,1,yes,1,Negative,0.7011,,0.6667,,PatrickMendezNV,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 6:38,6.29648E+17,"Here, against all odds.",Pacific Time (US & Canada)
8191,Chris Christie,1,yes,1,Negative,1,,1,,LeaveTheFranc,,48,,,RT @RWSurferGirl: Tonight we learned that @GovChristie thinks he can remove our civil rights to fight terrorism. #GOPDebate  #GOPDebates,,8/7/15 6:00,6.29638E+17,,
8234,No candidate mentioned,1,yes,1,Positive,0.6624,,0.6624,,StrongerForce,,23,,,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",,8/7/15 5:41,6.29634E+17,Texas,
8257,No candidate mentioned,1,yes,1,Negative,0.6774,,0.6559,,lovineyes,,23,,,"RT @MarkDavis: #Perry, #Fiorina clips on #IranDeal are better than most answers being given in this debate #GOPDebates",,8/7/15 5:29,6.2963E+17,mis-placed Texan,
